match_url
https://www.hltv.org/matches/2351176/fiend-vs-skade-twr-eastern-european-masters-fall-2021-bulgaria-qualifier
https://www.hltv.org/matches/2351065/young-ninjas-vs-kova-elisa-invitational-fall-2021-regionals
https://www.hltv.org/matches/2350915/galaxy-racer-vs-dignitas-pinnacle-fall-series-1
https://www.hltv.org/matches/2350912/endpoint-vs-ago-pinnacle-fall-series-1
https://www.hltv.org/matches/2350913/skade-vs-gamerlegion-pinnacle-fall-series-1
https://www.hltv.org/matches/2351131/lol123-vs-camo-esl-australia-nz-championship-season-13
https://www.hltv.org/matches/2351130/paradox-vs-kanga-esl-australia-nz-championship-season-13
https://www.hltv.org/matches/2351129/vertex-vs-dynasty-esl-australia-nz-championship-season-13
https://www.hltv.org/matches/2350914/1win-vs-copenhagen-flames-pinnacle-fall-series-1
https://www.hltv.org/matches/2351156/lol123-vs-when-dreamhack-open-september-2021-oceania-open-qualifier-2
https://www.hltv.org/matches/2351175/mythic-vs-onet4p-dreamhack-open-september-2021-north-america-open-qualifier-2
https://www.hltv.org/matches/2350976/pain-vs-mythic-esea-premier-season-38-north-america
https://www.hltv.org/matches/2351163/sws-vs-jaguares-dreamhack-open-september-2021-south-america-open-qualifier-2
https://www.hltv.org/matches/2351145/third-impact-vs-brazen-dreamhack-open-september-2021-north-america-open-qualifier-2
https://www.hltv.org/matches/2351128/redragon-vs-jaguares-dreamhack-open-september-2021-south-america-open-qualifier-2
https://www.hltv.org/matches/2351127/cear-vs-sws-dreamhack-open-september-2021-south-america-open-qualifier-2
https://www.hltv.org/matches/2350376/furia-vs-liquid-esl-pro-league-season-14
https://www.hltv.org/matches/2351116/aura-vs-ldlc-iem-fall-2021-europe-open-qualifier-3
https://www.hltv.org/matches/2351162/typ-as-nice-vs-kappab-komplett-back-to-gaming-2021-sweden
https://www.hltv.org/matches/2351161/pugbots-vs-rust-komplett-back-to-gaming-2021-sweden
